timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,
0,0.009213,-0.00292764,-9.80731,0.00398595,-0.000142534,0.0546371,0.283595,0.031664,0.500306
0.01,0.0297193,-0.0209889,-9.79679,-0.00439781,-0.00629081,0.0274088,0.310188,0.0305767,0.481131
0.02,-0.00574779,-0.00242612,-9.76782,0.0155502,-0.0210144,0.0424065,0.345468,0.0406298,0.52776
0.03,0.0087789,0.00394994,-9.78982,0.0187643,0.00845743,0.0517185,0.320055,-0.0184157,0.514096
0.04,0.0307455,-0.00207385,-9.80701,0.0127196,0.0137067,0.0637825,0.248561,-0.0436419,0.504092
0.05,-0.0317388,0.0224844,-9.8448,-0.000128,0.0168247,0.0457214,0.297706,0.029527,0.509799
0.06,0.00910185,-0.0416805,-9.80222,-0.0310464,0.00475194,0.0821628,0.309311,0.0558674,0.43715
0.07,0.0283727,-2.45604e-05,-9.8019,0.00226072,-0.00200148,0.062261,0.326467,0.0116368,0.482913
0.08,-0.0490601,-0.0135421,-9.80592,0.0145717,-0.00115325,0.0492008,0.293756,0.000587237,0.539708
0.09,-0.00632506,-0.0322417,-9.80437,0.000409843,0.00553801,0.0502839,0.303875,-0.0461168,0.498383
0.1,-0.0128984,0.0308616,-9.81776,-0.00487587,-0.0148173,0.0439969,0.270566,-0.00391159,0.428781
0.11,-0.0188862,0.00930125,-9.7865,-0.0098715,-0.00324505,0.0636121,0.299263,-0.011852,0.443918
0.12,0.0196364,0.0056203,-9.81861,-0.010258,-0.000268509,0.0598006,0.296205,-0.00514448,0.498815
0.13,-0.00299451,0.000613891,-9.81737,-0.000278458,-0.00384821,0.0486741,0.33453,-0.0211348,0.507448
0.14,0.0233438,0.026489,-9.82699,-0.00468668,0.00117859,0.052109,0.284937,0.0135189,0.484886
0.15,-0.006755,0.0364725,-9.82869,-0.0028751,0.0108486,0.0451224,0.259131,-0.0274892,0.461439
0.16,-0.0239278,-0.0249928,-9.81793,0.00535944,-0.0120579,0.0625471,0.278083,-0.00881852,0.501516
0.17,-0.00882073,-0.0140348,-9.81787,-0.0013439,0.00200448,0.0518699,0.300715,-0.0264025,0.54015
0.18,-0.0118417,-0.0140642,-9.77489,0.0245858,0.000953107,0.0549302,0.276873,-0.0679473,0.585063
0.19,0.015276,0.00126299,-9.75864,0.00147646,-0.00949715,0.0412242,0.27233,0.0294222,0.462973
0.2,0.00758393,-0.00244516,-9.79629,0.00137902,-0.00918186,0.0271378,0.287726,0.0445806,0.524427
0.21,0.00443184,-0.0087191,-9.79596,-0.00367678,-0.0113679,0.0536292,0.299143,0.0266066,0.48261
0.22,0.00984968,-0.00582157,-9.80304,0.00159338,0.0114375,0.0503156,0.350247,0.00803595,0.469874
0.23,-0.0175196,-0.00725576,-9.82452,0.00822712,0.00661384,0.0485053,0.364192,0.0255694,0.535122
0.24,-0.024066,0.0669856,-9.8148,0.0164968,-0.0032173,0.0465973,0.296061,0.020323,0.51115
0.25,0.0029816,0.00449795,-9.82227,-0.00583983,0.00275367,0.062379,0.286591,0.0229652,0.492938
0.26,-0.0114474,-0.0255708,-9.7865,-0.0264776,0.0176879,0.0525207,0.281122,-0.0154689,0.540623
0.27,-0.0205275,0.0445463,-9.80034,-0.00674486,0.00327444,0.070825,0.28378,0.0335599,0.524699
0.28,-0.0340996,-0.00772008,-9.77275,0.0102059,0.00150536,0.0420153,0.304357,-0.0757581,0.477263
0.29,0.0197728,-0.00042678,-9.7916,-0.0147093,-0.0130407,0.0501955,0.296174,0.0261377,0.461717
0.3,-0.0200625,-0.0010452,-9.80081,-0.0246207,-0.00410632,0.0604135,0.271185,-0.0442343,0.506261
0.31,0.0212562,0.00535095,-9.77805,0.0187395,0.0113855,0.0552696,0.361779,-0.00976054,0.477899
0.32,-0.00628202,0.00361067,-9.81748,-0.00283016,-0.00884159,0.0400285,0.278624,0.0141721,0.519805
0.33,0.0104426,-0.0109468,-9.83255,0.00294943,-0.00327631,0.0330883,0.221991,-0.010598,0.491955
0.34,0.00540466,0.0253463,-9.82396,0.00192423,0.000556132,0.0481144,0.311499,0.0432503,0.521201
0.35,-0.00709746,-0.00390847,-9.803,0.00346892,0.00684002,0.0495356,0.272324,0.0207551,0.500173
0.36,0.0298894,0.00495846,-9.8086,0.0083331,0.00105953,0.0631989,0.337182,0.00584902,0.472873
0.37,0.0241248,-0.0508194,-9.83168,-0.00344891,-0.00782211,0.0568898,0.321341,-0.0253347,0.501846
0.38,-0.0370551,-0.0157422,-9.8221,-0.00851543,0.0072713,0.0431929,0.285689,-0.0124959,0.48247
0.39,-0.00581338,-0.00886217,-9.81172,0.00739671,-0.00273628,0.0503615,0.378268,0.0394864,0.511297
0.4,0.0170165,0.00565649,-9.83589,-0.00375818,0.0231541,0.0649274,0.308604,0.0499617,0.449059
0.41,0.00284286,-0.057876,-9.82809,-0.00971452,-0.00546636,0.0705214,0.275705,0.00272901,0.499645
0.42,0.0214415,0.0101473,-9.79478,0.0165586,-0.0136409,0.0409238,0.286649,-0.014891,0.505619
0.43,-0.00721125,-0.0216946,-9.81652,0.000314063,0.00086308,0.0438656,0.324964,0.0275595,0.525369
0.44,-0.0116305,-0.0130174,-9.81232,0.00293619,0.0114645,0.0507603,0.336152,-0.0175907,0.492837
0.45,-0.00109501,-0.00531271,-9.81257,-0.000795722,0.0103369,0.0510358,0.292824,0.0301521,0.488297
0.46,-0.00614683,0.0149516,-9.85679,-0.00669162,0.00511576,0.0502094,0.244444,-0.0243996,0.465013
0.47,-0.0233566,-0.0141309,-9.78864,0.00775454,0.0158808,0.0621655,0.304849,0.0477119,0.519716
0.48,0.00148051,-0.0370482,-9.81645,0.00500462,0.00210359,0.0418628,0.338301,0.0227597,0.507687
0.49,-0.0190678,0.0174091,-9.83504,0.0105327,0.0126227,0.0471013,0.251647,-0.0037842,0.506116
0.5,-0.00488366,0.0304375,-9.81054,0.00724366,-0.00611168,0.0435948,0.227368,0.0155655,0.54005
0.51,0.00041893,0.00176722,-9.81199,-0.00432601,0.00933893,0.0440523,0.286693,0.0080084,0.519054
0.52,0.00550375,-0.0054086,-9.78634,0.00770444,-0.00397412,0.0559376,0.312457,-0.0227596,0.494859
0.53,-0.00704664,-0.0342925,-9.79579,0.00569941,-0.0106008,0.0485459,0.3209,-0.0285726,0.469244
0.54,-0.00499087,-0.0188875,-9.8248,-0.0195721,-0.00350116,0.0543619,0.338326,-0.0287202,0.508961
0.55,0.034368,0.0234801,-9.7948,0.00530346,0.0172179,0.0523824,0.296391,-0.00616031,0.479652
0.56,-0.0456364,-0.00935119,-9.84438,0.000763875,-0.00742073,0.0554316,0.219732,-0.0223396,0.490844
0.57,0.0172123,0.00711795,-9.78632,0.00788557,0.00364093,0.0545713,0.323239,0.0468731,0.517279
0.58,0.0286264,0.00448236,-9.82698,0.0199471,-0.00961785,0.0429195,0.324798,0.035695,0.516984
0.59,0.0280695,0.0417734,-9.8422,0.001093,0.0165061,0.0481864,0.358641,-0.0386323,0.503419
0.6,-0.0194942,-0.00665689,-9.85085,-0.00406792,0.0139946,0.0440742,0.298325,-0.0250298,0.493287
0.61,-0.0181446,-0.00379944,-9.83917,-0.0126941,0.00172348,0.0429486,0.277318,-0.0252438,0.464674
0.62,0.0105663,0.00923284,-9.80436,-0.000277632,0.00467308,0.0513371,0.302115,0.0247513,0.441219
0.63,0.0165334,-0.0134767,-9.78604,0.0135706,0.0107763,0.049063,0.320774,-0.00156121,0.492475
0.64,-0.00385128,0.00567412,-9.80473,0.000858197,0.0202662,0.0426946,0.2492,0.00583817,0.514429
0.65,0.00515918,-0.00500837,-9.79844,-0.0103119,-0.0026732,0.056203,0.29703,-0.0518816,0.473687
0.66,-0.00478803,0.0293309,-9.81513,-0.00492667,0.024928,0.0713907,0.322786,0.0118309,0.471445
0.67,0.0248254,-0.0201386,-9.77256,-0.00472023,-0.00314528,0.0709953,0.271603,-0.00758713,0.503543
0.68,-0.0386292,-0.000485268,-9.81392,0.00379401,-0.0143441,0.037641,0.254831,-0.0428268,0.474243
0.69,0.0136021,-0.0295476,-9.81755,-0.00383578,0.0197316,0.0605181,0.325317,0.0266402,0.498301
0.7,-0.0309731,0.0337211,-9.82181,0.000494405,0.00753573,0.051746,0.301321,-0.00534507,0.507104
0.71,0.00993487,0.00650407,-9.80457,0.00634092,0.00703979,0.0502348,0.336156,0.0214712,0.527814
0.72,0.0268245,-0.027338,-9.80369,0.00784186,0.00708031,0.0644199,0.327495,-0.0124701,0.490018
0.73,0.00939188,0.0414011,-9.82069,0.0205757,-0.0243033,0.0650134,0.275505,0.0152657,0.542474
0.74,0.00741293,-0.023608,-9.82598,0.00661738,0.0138071,0.0462991,0.277735,-0.0249812,0.577997
0.75,-0.0216184,0.01217,-9.82897,0.0121569,0.0073772,0.0457831,0.322788,0.00122363,0.473617
0.76,-0.0398406,-0.00225208,-9.79037,-0.00572274,-0.0109385,0.0553994,0.349486,-0.0460532,0.484697
0.77,0.0297949,-0.0171314,-9.8402,0.00431897,0.00069003,0.0493929,0.282225,0.0359622,0.532784
0.78,0.0353274,-0.0199262,-9.83969,-0.00497681,0.00582988,0.0463362,0.253668,-0.0265141,0.447521
0.79,0.0352668,0.022017,-9.79678,-0.00686617,0.0154688,0.0611758,0.350097,-0.0296968,0.504323
0.8,0.00242836,0.000915543,-9.80056,0.00900338,0.00880879,0.0613974,0.315321,-0.00960729,0.487557
0.81,-0.018841,0.0263008,-9.81228,0.0185732,0.00984224,0.04538,0.295859,-0.0403865,0.511536
0.82,0.0427405,-0.0286525,-9.84601,0.0104055,0.00507682,0.0674778,0.298311,0.0388811,0.469934
0.83,0.0317783,-0.00803629,-9.8261,0.00107508,-0.00873255,0.0495244,0.332719,-0.00324507,0.469261
0.84,-0.00916195,-0.019853,-9.80197,0.00871943,-0.00865194,0.0473125,0.300016,-0.0200232,0.514273
0.85,0.00661111,-0.0046661,-9.80495,-0.00363233,-0.00352334,0.0342645,0.296004,0.032285,0.491084
0.86,0.0180729,0.025318,-9.82288,-7.43287e-05,0.00925472,0.0515305,0.262575,0.0333942,0.484093
0.87,-0.00196086,-0.0102303,-9.80441,-0.00111914,-0.0162735,0.0443465,0.242547,-0.0481035,0.490584
0.88,0.000494928,-0.00395487,-9.83339,-0.000237166,0.0080734,0.0486264,0.311247,0.0510961,0.523917
0.89,0.0172539,-0.00265688,-9.80965,0.0014973,0.000646196,0.0556305,0.32598,-0.00826053,0.465746
0.9,0.0182024,-0.00588845,-9.80718,-0.0119939,-0.00720259,0.0658506,0.34155,0.0549121,0.456634
0.91,-0.00868382,0.031717,-9.81704,0.0161688,-0.00507746,0.0788894,0.349087,-0.0287943,0.531191
0.92,-0.0304909,-0.00566799,-9.80224,-0.00891634,0.00348162,0.0575055,0.31524,-0.0672154,0.480966
0.93,-0.0170575,-0.00351579,-9.80489,0.0169213,-0.0019255,0.0414575,0.297794,-0.0259205,0.472027
0.94,0.0143668,-0.00699473,-9.84313,-0.00812072,-0.0103153,0.0457506,0.277,0.0103916,0.507414
0.95,0.01388,-0.00623464,-9.77566,0.0107711,-0.0203773,0.0603825,0.3037,-0.000530007,0.536728
0.96,0.0130313,-0.0113407,-9.7855,0.0130562,0.00931357,0.0534936,0.304371,0.0344579,0.512173
0.97,0.0230424,0.00741831,-9.82269,-0.00591379,0.0143667,0.064771,0.302639,-0.0432372,0.543517
0.98,0.0299726,0.00244527,-9.80278,0.0123737,0.0047823,0.0710024,0.253496,0.0236392,0.504537
0.99,0.0049789,-0.0013983,-9.83556,0.0181196,0.00853156,0.0570393,0.357152,-0.028084,0.457974
